Date,Fund_1,Fund_2,Fund_3,Fund_4,Fund_5,Fund_6,Fund_7,Fund_8,Fund_9,Fund_10
2023-01-01,97.76414478392653,101.71571725779283,103.5845820966496,102.77206028765626,96.7214554487421,100.49187613959307,98.84272390619337,99.39081349501706,96.43325380635947,102.21189334544869
2023-01-02,100.77371074250479,103.16042155924596,100.01791765465333,104.29932121050956,97.03300632366339,100.20107229987383,96.53840997040578,98.24355554342426,98.02150755038625,100.01336293800678
2023-01-03,98.90290733260586,101.99202950168089,99.15942592099442,104.10998503971216,99.51249724192613,101.28316112687806,95.14046937078037,96.90711139591956,95.41712973645808,101.38094936019621
2023-01-04,101.36248076788496,100.69461726544003,101.99094165502562,105.24557187398298,99.10775119261515,99.51616290537648,92.44328002233497,97.06370082023498,99.19579681465154,100.30523686036408
2023-01-05,102.08283998821696,98.35082916396486,104.94165318373143,104.60825189230395,95.82466306831805,100.54854309140902,93.35501639901294,96.62209526619326,95.9782230005795,99.37076589042917
2023-01-06,98.38893625613376,98.49930990562524,104.49172738826947,105.90928935904049,97.59538592368882,101.36003175016761,90.22864378093907,96.12067386598994,98.30063337095764,98.63625598653964
2023-01-07,99.63912352992952,96.58376113130883,102.57255109725637,102.11072788427762,101.21475361490904,102.0106040652015,91.48154603984132,98.58493444487871,98.13211447578493,99.75055679309285
2023-01-08,99.40463819275698,94.53681347039779,105.02387049679936,100.54873803706394,99.77574994740051,101.69491314143278,92.80307107506516,101.46581389700593,97.37662928342375,101.28153372759596
2023-01-09,98.49912743405247,93.81583480547077,108.13139318870269,102.02568800954222,98.72529150865017,104.85992782369007,89.25727905392178,98.36193286776886,97.75574861465596,101.12267393156114
2023-01-10,98.98168863277695,92.98980409681793,104.98297642694105,101.64361883875954,99.84528392118956,105.73910771675614,92.43892866596597,98.97416329811325,99.05295831944473,100.99150448982763
2023-01-11,99.92128911043818,92.08932677275587,101.8232154712033,101.96004908747842,103.40788570749184,103.99846122419652,93.53091100332438,97.51326705014095,97.17170386895397,101.74169159237903
2023-01-12,101.33535885075233,92.86250901295243,102.39662446285189,99.90027410418439,102.22527680907572,104.43745880982796,95.14366959855633,97.05331928407375,95.50700272070381,102.66631119664194
2023-01-13,103.72333235321629,92.99463940326585,104.00773457367491,102.66931039486514,99.22865575974757,105.77344548869854,93.48347919931166,97.62363266740165,96.80988080671791,104.59845126780291
2023-01-14,104.56999669174414,92.5122940125792,103.23009712277992,104.50277325774222,100.60706178923388,104.71593885059269,94.82166900295661,97.22906933780307,93.33883978209874,102.44895815596242
2023-01-15,101.69299564947534,92.81705103755618,104.983186298072,104.18819082966135,102.37568339141939,106.65502967261453,97.27821866065943,97.65480993235246,92.19368320186331,102.48178663752334
2023-01-16,100.72966714018901,91.16049994992834,103.11937620575475,103.55572289221861,102.38949304284608,107.34770854833889,97.05759232445588,98.90346670599594,98.08065792698739,100.7305378981033
2023-01-17,106.65871272397092,91.33325048574198,97.66772908568511,105.15504425131559,101.13225944969916,103.07289395650643,101.52653312449857,99.4570253749033,96.08684760956322,100.6484348073543
2023-01-18,108.2041784015777,91.58084075939159,96.63269270839233,108.28204577003217,103.34466234160607,103.59799094151853,101.62942890566904,98.23470949528014,98.40291140025388,100.28420778819955
2023-01-19,113.3315141172097,89.10313544793861,96.78545002297464,109.8311724451332,104.54519579867889,102.88290626228425,104.2959893219537,97.06033392377992,97.19206690710212,100.20919607701295
2023-01-20,116.49444726493756,90.70008528622454,96.11801765665219,113.40914694432776,102.77779848406554,103.82243881087756,104.9988611209147,94.40530666378989,98.23104505231117,98.92693060683911
2023-01-21,117.05781923840564,89.26105526593618,93.33395143281525,111.84010078314957,102.88880714888235,105.48896049797578,106.41288028548482,92.8736291202662,99.58088396209823,96.57280238020086
2023-01-22,117.76346032423794,89.40615592954056,89.0974090994724,110.46549619759902,99.8291444860305,105.83894700316378,102.32230083368381,96.33589289794607,101.94175666463236,93.336551158359
2023-01-23,117.67730448274403,91.28005632706929,87.95230958656678,108.49544163926666,101.33552535053178,108.83517223306514,103.19554349490791,94.88622383965829,101.51305790006606,93.14064870748699
2023-01-24,113.58730122453429,92.80098120559536,89.92608204482445,109.21437689100519,100.75090666713673,108.5045291255332,101.45108192923014,92.73475486632033,105.75291089136599,92.4983491460322
2023-01-25,113.62829999858195,92.85833230424679,92.75020489485478,109.50205337508116,99.78514491617273,109.65705370808811,99.47611738035323,93.29845507133888,104.44410569017437,91.49797925611254
2023-01-26,116.37963782372023,92.25243335259432,95.50422138823484,109.25246897458867,99.71297644034316,111.15760343558583,103.46653948168509,93.10281470215011,104.95782746446294,93.43414744519055
2023-01-27,114.98392011528205,93.82581837813416,93.55615126629486,110.57867152201055,99.80139885516414,110.9736507772799,102.95782392202857,92.75681936529013,105.49844587704982,92.14933345694958
2023-01-28,115.93127952998952,94.96528693020736,90.85774318303378,112.62271042265868,101.76633483964332,112.44284905477326,100.58197513718142,95.24009318678378,103.01276212450638,94.23829851756045
2023-01-29,117.90580032172313,93.90826912219765,91.98582069062499,110.04534688680097,103.08970341213379,111.306114730922,99.7511652619247,96.23377182606279,102.39434382190302,96.68675086185355
2023-01-30,115.76066831704004,92.56462156472676,93.4463255853115,109.05993697841953,102.73497131657736,110.50652909912493,96.76757247082246,95.26471066774221,102.74164326613385,93.66873122363373
2023-01-31,114.71580589324368,89.11173964818173,94.38118506573427,110.40160910874428,104.46099067662618,108.04087341505925,99.95890341221474,94.49639673372093,101.809309918853,93.80718328848207
2023-02-01,112.3803951540821,89.35880846490721,89.62894310023594,109.62702255863839,105.38194170810262,108.48426829536987,98.35949527304153,93.59403705611098,107.02799439309092,93.20727285687224
2023-02-02,110.53248923884507,89.22579256967079,87.68649437191115,108.31444822554803,104.39291195201919,109.08410802650718,99.55691378310887,95.14957489468698,105.1431139865365,88.86485198037657
2023-02-03,107.68604489565983,91.05058893611027,87.62141172335313,109.96928301764335,104.10647873436399,111.27096881280352,102.66213916533754,94.59249269168882,107.74728957367267,86.81080668247783
2023-02-04,105.74673022689618,91.63904813510445,88.68868037412368,107.84220204586215,103.76699754780756,112.76749436357467,101.48116404959353,91.36973435974538,109.68519526707934,87.8871719398453
2023-02-05,108.74878616582349,93.83986301536939,90.38996730988777,107.35435658739074,104.92044550408706,112.22152778098149,102.72293993132693,91.28585019174957,109.65326537755102,90.72655933030677
2023-02-06,106.75764585229821,92.66193287021889,90.715944088973,107.8835771064392,104.07326562666033,109.97383666425758,100.2892301686599,88.6199844114336,107.6609324197795,92.03690944342317
2023-02-07,107.02765562276299,94.56027064237699,91.46612822145951,106.95499093252623,103.1793801295063,110.783074395193,105.93077015555585,92.29774756712503,105.92399965305297,92.51348756447322
2023-02-08,105.95123834693614,93.66001007518119,91.66018609386025,108.2114270238409,107.64835362338856,112.87496946787623,108.21217393837681,90.6042970735521,104.77183112458042,92.48191103610924
2023-02-09,108.44928446441784,94.97094386485513,93.23128607962082,107.2880421845342,109.87389512732281,114.32407464250845,107.73279962496159,90.32564985111405,100.84282806007083,94.97176514772919
2023-02-10,111.29317672208555,92.4772299594856,93.96050775608671,109.55496259905595,108.03535165931277,116.43176676400687,105.81783017107631,90.76877411741314,98.71778994071066,98.23611825124065
2023-02-11,113.21647858653432,92.86863386020502,94.1149263540052,109.34832063526916,109.39235150257257,116.0123653319113,105.54038421010145,90.27095231712016,95.64450703076085,97.31373190147086
2023-02-12,113.90966810805345,89.55095922050876,93.48348860984201,110.44935456738925,109.67717652618762,115.09209463839582,104.71509791841179,89.77350722683603,98.34774360604393,94.19971340648556
2023-02-13,113.3832698049585,89.12035569453165,93.67347376001793,111.68532252887071,110.62194952828443,113.65029879550201,109.41866186304141,90.49301661036621,99.62505560277205,91.03733488307391
2023-02-14,110.68049678177807,89.82675677671797,94.80830770526872,110.63401741477709,110.95619475991658,113.5423037432538,106.33444536749809,93.117142446463,101.26941258211006,92.96278324401506
2023-02-15,114.98271162322482,88.98441230060239,95.44227992962456,107.226235416002,113.86015562339415,113.39060628278943,106.6641281628453,94.47503924397319,102.5216565647969,92.89278815720243
2023-02-16,113.23572635266108,87.3019059496432,96.35095347023216,107.80647263816093,114.7259081204239,113.78900641007681,106.61913984338274,97.12900972129206,102.88113030887192,93.16513778871864
2023-02-17,114.73869587561217,88.63152554016033,99.58526675989494,107.92336991390654,114.56919811011761,113.53889171423069,106.3312215830577,95.1975252483265,106.03693562424898,90.49591784487355
2023-02-18,117.17015931556227,88.4664643719464,100.24542725944043,108.82316918363304,117.19606276114065,113.28096866052775,106.06558672616893,95.77155585687834,104.67690421569102,89.40534949329955
2023-02-19,115.86891322981782,87.68687385629079,98.61894891005102,108.45339762185515,117.79754470410518,111.7852295310773,105.78243099889309,96.05405081985727,104.91138705094014,88.98266844633373
2023-02-20,118.27438089899856,87.75300085865105,100.79745822216437,107.75317742637273,118.1123620284455,113.57463418960887,107.90659717003585,96.69480189454667,106.5572615854894,89.27857266965063
2023-02-21,120.08211776899344,91.9177621892394,97.35472522555504,110.99946765699862,118.9283409572645,113.72237287538873,109.41800627509681,99.2232169720161,103.60078839320019,88.70920101666334
2023-02-22,124.23206890461094,93.82625540059433,94.72270766212726,108.54800990154388,118.68342010861748,113.38512384699784,110.47224516150047,98.8069761874333,110.33777846357013,87.23687496474389
2023-02-23,123.06591125346576,95.7896942110355,95.51801671900736,109.74304285843475,118.70751211250992,111.94441875340682,102.76329797895765,98.04571151925566,110.40396800247507,86.14178420258179
2023-02-24,119.90099071277436,96.54066948783387,96.75114635768932,108.7971645131974,117.17532090247045,109.40971469086969,103.4718799086401,99.04044753644577,110.73316817639383,87.80717818250213
2023-02-25,118.68881626331526,96.82997628197418,93.73964302898794,108.24918809048263,115.23891918223188,111.84248250612553,99.53170121654676,95.69428165142143,113.65590799202599,88.1510797298599
2023-02-26,119.18458785803125,92.65374964129771,92.84251367866409,107.73429622797278,112.70728739678823,112.8970293963202,101.01127615999846,95.26363930415157,115.83969965407988,89.01447626581374
2023-02-27,119.32334905574575,91.52136829071169,91.4357550165823,106.43593483657368,109.25578086894383,109.7803258893531,104.43691595823414,95.02074025906832,115.93232952701635,87.73427176174492
2023-02-28,118.38442250716723,90.72967738919935,90.32326459079799,107.34791657884033,107.14126830917903,111.20455206737465,102.21204416198542,93.35913027558769,116.24913991389005,83.58784692327511
2023-03-01,113.8640377345038,87.6677270512085,92.45398538113776,109.58715696977434,106.73050210503918,112.94848185792277,101.59662987866989,95.23416636464191,112.57716448035573,82.88824431961484
2023-03-02,114.93545960699754,85.84130284274393,94.08696652610004,110.359768882869,106.97262951474535,113.18729945920826,100.1961019248353,93.31209651372102,111.2616123529409,81.73898813024836
2023-03-03,119.46930599113028,82.78062634186033,94.041987828705,110.53090708099825,106.3341607665046,116.2623590201584,103.04316723170821,93.07120313267282,112.47007084702135,82.19543468517158
2023-03-04,120.57858145561184,82.72352186164902,92.75840420608804,108.89542463379516,100.8233421864814,116.69069674642498,103.26838264000484,93.58960855036186,113.51848868718974,86.51657850759486
